layer,sheet_name,field_name,field_description,row_granularity,data_type,nullable,primary_key,foreign_key,source_system,source_entityset,source_property,field_classification,validation_rule,example_value,incremental_rule,deletion_rule,ai_seller_direct,future_consumer,expected_rows_current_scope,confirmed_status,notes
CORE,RAW_PRODUCTS,composition_raw,Original composition,one row per active-scope nomenclature item,text,YES,NO,,1C_STANDARD_ODATA,Catalog_Номенклатура,Состав,ORIGINAL,No semantic rewrite,100% микрополиэстер,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,IDEAL,204,CONFIRMED_SOURCE,
CORE,RAW_PRODUCTS,recommended_needles_raw,Original recommended needles,one row per active-scope nomenclature item,text,YES,NO,,1C_STANDARD_ODATA,Catalog_Номенклатура,РекомендуемыеСпицы,ORIGINAL,No inferred values,3-4,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,IDEAL,204,CONFIRMED_SOURCE,
CORE,RAW_PRODUCTS,recommended_hook_raw,Original recommended hook,one row per active-scope nomenclature item,text,YES,NO,,1C_STANDARD_ODATA,Catalog_Номенклатура,РекомендуемыеКрючки,ORIGINAL,No inferred values,3,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,IDEAL,204,CONFIRMED_SOURCE,
CORE,RAW_PRODUCTS,season_raw,Original season,one row per active-scope nomenclature item,text,YES,NO,,1C_STANDARD_ODATA,Catalog_Номенклатура,Сезон,ORIGINAL,No inference,Всесезон,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,IDEAL,204,CONFIRMED_SOURCE,
CORE,RAW_PRODUCTS,country_raw,Original country text,one row per active-scope nomenclature item,text,YES,NO,,1C_STANDARD_ODATA,Catalog_Номенклатура,Страна,ORIGINAL,No fabricated country FK,Турция,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,IDEAL,204,CONFIRMED_SOURCE,
CORE,RAW_PRODUCTS,base_color_raw,Original base product color field,one row per active-scope nomenclature item,text,YES,NO,,1C_STANDARD_ODATA,Catalog_Номенклатура,Цвет,ORIGINAL,Do not replace variant color,,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,IDEAL,204,CONFIRMED_SOURCE,
CORE,RAW_PRODUCTS,color_count_raw,Original number-of-colors field,one row per active-scope nomenclature item,integer,YES,NO,,1C_STANDARD_ODATA,Catalog_Номенклатура,КоличествоЦветов,ORIGINAL,>=0,0,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,204,CONFIRMED_SOURCE,
CORE,RAW_PRODUCTS,manufacturer_id,Manufacturer reference,one row per active-scope nomenclature item,uuid,YES,NO,RAW_MANUFACTURERS.manufacturer_id,1C_STANDARD_ODATA,Catalog_Номенклатура,Производитель_Key,ORIGINAL,UUID text; lowercase canonical 8-4-4-4-12,…,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,IDEAL,204,CONFIRMED_SOURCE,
CORE,RAW_PRODUCTS,mark_id_raw,Original mark reference,one row per active-scope nomenclature item,uuid,YES,NO,,1C_STANDARD_ODATA,Catalog_Номенклатура,Марка_Key,ORIGINAL,UUID text; lowercase canonical 8-4-4-4-12,00000000-…,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,204,CONFIRMED_SOURCE,
CORE,RAW_PRODUCTS,product_kind_id_raw,Product-kind reference,one row per active-scope nomenclature item,uuid,YES,NO,,1C_STANDARD_ODATA,Catalog_Номенклатура,ВидНоменклатуры_Key,ORIGINAL,UUID text; lowercase canonical 8-4-4-4-12,…,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,204,CONFIRMED_SOURCE,
CORE,RAW_PRODUCTS,direct_category_id_raw,Direct товарная категория reference,one row per active-scope nomenclature item,uuid,YES,NO,,1C_STANDARD_ODATA,Catalog_Номенклатура,ТоварнаяКатегория_Key,ORIGINAL,UUID text; lowercase canonical 8-4-4-4-12,00000000-…,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,204,CONFIRMED_SOURCE,
CORE,RAW_PRODUCTS,default_category_id_raw,Default category reference,one row per active-scope nomenclature item,uuid,YES,NO,,1C_STANDARD_ODATA,Catalog_Номенклатура,КатегорияПоУмолчанию_Key,ORIGINAL,UUID text; lowercase canonical 8-4-4-4-12,00000000-…,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,204,CONFIRMED_SOURCE,
CORE,RAW_PRODUCTS,collection_id_raw,Collection reference,one row per active-scope nomenclature item,uuid,YES,NO,,1C_STANDARD_ODATA,Catalog_Номенклатура,КоллекцияНоменклатуры_Key,ORIGINAL,UUID text; lowercase canonical 8-4-4-4-12,00000000-…,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,204,CONFIRMED_SOURCE,
CORE,RAW_PRODUCTS,season_group_id_raw,Season group reference,one row per active-scope nomenclature item,uuid,YES,NO,,1C_STANDARD_ODATA,Catalog_Номенклатура,СезоннаяГруппа_Key,ORIGINAL,UUID text; lowercase canonical 8-4-4-4-12,00000000-…,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,204,CONFIRMED_SOURCE,
CORE,RAW_PRODUCTS,characteristics_usage_raw,Original characteristics mode,one row per active-scope nomenclature item,text,YES,NO,,1C_STANDARD_ODATA,Catalog_Номенклатура,ИспользованиеХарактеристик,ORIGINAL,Preserve enum text,ИндивидуальныеДляНоменклатуры,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,IDEAL,204,CONFIRMED_SOURCE,
CORE,RAW_PRODUCTS,nomenclature_type_raw,Original nomenclature type,one row per active-scope nomenclature item,text,YES,NO,,1C_STANDARD_ODATA,Catalog_Номенклатура,ТипНоменклатуры,ORIGINAL,Preserve enum text,Товар,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,204,CONFIRMED_SOURCE,
CORE,RAW_PRODUCTS,main_image_file_id,Main product file reference,one row per active-scope nomenclature item,uuid,YES,NO,RAW_PRODUCT_FILES.file_id,1C_STANDARD_ODATA,Catalog_Номенклатура,ФайлКартинки_Key,ORIGINAL,UUID text; lowercase canonical 8-4-4-4-12,…,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,IDEAL,204,CONFIRMED_SOURCE,
CORE,RAW_PRODUCTS,website_description_file_id,Website description-file reference,one row per active-scope nomenclature item,uuid,YES,NO,RAW_PRODUCT_FILES.file_id,1C_STANDARD_ODATA,Catalog_Номенклатура,ФайлОписанияДляСайта_Key,ORIGINAL,UUID text; lowercase canonical 8-4-4-4-12,00000000-…,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,204,CONFIRMED_SOURCE,
CORE,RAW_PRODUCTS,source_system_id,Идентификатор системы-источника,one row per active-scope nomenclature item,text,NO,NO,RAW_SOURCE_SYSTEMS.source_system_id,1C_STANDARD_ODATA,Catalog_Номенклатура,TECHNICAL,TECHNICAL,Not blank,1C_STANDARD_ODATA,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,204,CONFIRMED_SOURCE,
CORE,RAW_PRODUCTS,source_entityset,Точный опубликованный EntitySet,one row per active-scope nomenclature item,text,NO,NO,,1C_STANDARD_ODATA,Catalog_Номенклатура,TECHNICAL,TECHNICAL,Not blank,Catalog_Номенклатура,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,204,CONFIRMED_SOURCE,
CORE,RAW_PRODUCTS,source_record_id,Стабильный ключ исходной записи или канонический составной ключ,one row per active-scope nomenclature item,text,NO,NO,,1C_STANDARD_ODATA,Catalog_Номенклатура,TECHNICAL,TECHNICAL,Not blank,guid-or-composite-key,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,204,CONFIRMED_SOURCE,
CORE,RAW_PRODUCTS,extraction_run_id,"Запуск, в котором получена запись",one row per active-scope nomenclature item,text,NO,NO,RAW_EXTRACTION_RUNS.run_id,1C_STANDARD_ODATA,Catalog_Номенклатура,TECHNICAL,TECHNICAL,Not blank,run_20260717T120000Z,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,204,CONFIRMED_SOURCE,
CORE,RAW_VARIANTS,variant_id,Characteristic GUID,one row per 1C characteristic/color variant,uuid,NO,YES,,1C_STANDARD_ODATA,Catalog_ХарактеристикиНоменклатуры,Ref_Key,ORIGINAL,UUID text; lowercase canonical 8-4-4-4-12,…,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,IDEAL,"9,114",CONFIRMED_SOURCE,
CORE,RAW_VARIANTS,product_id,Owner product GUID,one row per 1C characteristic/color variant,uuid,NO,NO,RAW_PRODUCTS.product_id,1C_STANDARD_ODATA,Catalog_ХарактеристикиНоменклатуры,Owner,ORIGINAL,UUID text; lowercase canonical 8-4-4-4-12,…,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,IDEAL,"9,114",CONFIRMED_SOURCE,
CORE,RAW_VARIANTS,owner_type_raw,Polymorphic owner type,one row per 1C characteristic/color variant,text,NO,NO,,1C_STANDARD_ODATA,Catalog_ХарактеристикиНоменклатуры,Owner_Type,ORIGINAL,Not blank,StandardODATA.Catalog_Номенклатура,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,"9,114",CONFIRMED_SOURCE,
CORE,RAW_VARIANTS,description_raw,Original characteristic description,one row per 1C characteristic/color variant,text,NO,NO,,1C_STANDARD_ODATA,Catalog_ХарактеристикиНоменклатуры,Description,ORIGINAL,Not blank,01 - Бел,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,IDEAL,"9,114",CONFIRMED_SOURCE,
CORE,RAW_VARIANTS,full_name_raw,Original full characteristic name,one row per 1C characteristic/color variant,text,YES,NO,,1C_STANDARD_ODATA,Catalog_ХарактеристикиНоменклатуры,НаименованиеПолное,ORIGINAL,Preserve exact text,01 - Белый,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,IDEAL,"9,114",CONFIRMED_SOURCE,
CORE,RAW_VARIANTS,color_code_derived,Deterministically parsed leading code,one row per 1C characteristic/color variant,text,YES,NO,,1C_STANDARD_ODATA,Catalog_ХарактеристикиНоменклатуры,PARSE(Description),DERIVED,Text only; preserve leading zero; raw remains,01,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,IDEAL,"9,114",CONFIRMED_SOURCE,
CORE,RAW_VARIANTS,color_name_derived,Deterministically parsed name after delimiter,one row per 1C characteristic/color variant,text,YES,NO,,1C_STANDARD_ODATA,Catalog_ХарактеристикиНоменклатуры,PARSE(НаименованиеПолное),DERIVED,Must never overwrite raw names,Белый,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,IDEAL,"9,114",CONFIRMED_SOURCE,
CORE,RAW_VARIANTS,weight_variant_raw,Variant weight,one row per 1C characteristic/color variant,decimal,YES,NO,,1C_STANDARD_ODATA,Catalog_ХарактеристикиНоменклатуры,Вес,ORIGINAL,>=0,0,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,"9,114",CONFIRMED_SOURCE,
CORE,RAW_VARIANTS,is_weight_variant,Weight-characteristic flag,one row per 1C characteristic/color variant,boolean,YES,NO,,1C_STANDARD_ODATA,Catalog_ХарактеристикиНоменклатуры,ВесоваяХарактеристика,ORIGINAL,TRUE|FALSE,FALSE,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,"9,114",CONFIRMED_SOURCE,
CORE,RAW_VARIANTS,primary_variant_id,Primary characteristic reference,one row per 1C characteristic/color variant,uuid,YES,NO,RAW_VARIANTS.variant_id,1C_STANDARD_ODATA,Catalog_ХарактеристикиНоменклатуры,ОсновнаяХарактеристика_Key,ORIGINAL,UUID text; lowercase canonical 8-4-4-4-12,…,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,"9,114",CONFIRMED_SOURCE,
CORE,RAW_VARIANTS,deletion_mark,Deletion mark,one row per 1C characteristic/color variant,boolean,NO,NO,,1C_STANDARD_ODATA,Catalog_ХарактеристикиНоменклатуры,DeletionMark,ORIGINAL,TRUE|FALSE,FALSE,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,"9,114",CONFIRMED_SOURCE,
CORE,RAW_VARIANTS,source_system_id,Идентификатор системы-источника,one row per 1C characteristic/color variant,text,NO,NO,RAW_SOURCE_SYSTEMS.source_system_id,1C_STANDARD_ODATA,Catalog_ХарактеристикиНоменклатуры,TECHNICAL,TECHNICAL,Not blank,1C_STANDARD_ODATA,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,"9,114",CONFIRMED_SOURCE,
CORE,RAW_VARIANTS,source_entityset,Точный опубликованный EntitySet,one row per 1C characteristic/color variant,text,NO,NO,,1C_STANDARD_ODATA,Catalog_ХарактеристикиНоменклатуры,TECHNICAL,TECHNICAL,Not blank,Catalog_Номенклатура,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,"9,114",CONFIRMED_SOURCE,
CORE,RAW_VARIANTS,source_record_id,Стабильный ключ исходной записи или канонический составной ключ,one row per 1C characteristic/color variant,text,NO,NO,,1C_STANDARD_ODATA,Catalog_ХарактеристикиНоменклатуры,TECHNICAL,TECHNICAL,Not blank,guid-or-composite-key,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,"9,114",CONFIRMED_SOURCE,
CORE,RAW_VARIANTS,extraction_run_id,"Запуск, в котором получена запись",one row per 1C characteristic/color variant,text,NO,NO,RAW_EXTRACTION_RUNS.run_id,1C_STANDARD_ODATA,Catalog_ХарактеристикиНоменклатуры,TECHNICAL,TECHNICAL,Not blank,run_20260717T120000Z,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,"9,114",CONFIRMED_SOURCE,
CORE,RAW_CLASSIFICATIONS,classification_id,Technical key system:id,one row per category node within a named source classification system,text,NO,YES,,1C_STANDARD_ODATA,MULTIPLE_CONFIRMED,"DERIVE(system, source id)",TECHNICAL,Unique,1C_GROUP:…,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,IDEAL,at least 33 confirmed nodes; marketplace nodes dynamic,CONFIRMED_SOURCE,
CORE,RAW_CLASSIFICATIONS,classification_system,Source classification namespace,one row per category node within a named source classification system,enum,NO,NO,,1C_STANDARD_ODATA,MULTIPLE_CONFIRMED,TECHNICAL,TECHNICAL,1C_NOMENCLATURE_GROUP|WEB_CATEGORY|KASPI_CATEGORY|OZON_CATEGORY,WEB_CATEGORY,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,IDEAL,at least 33 confirmed nodes; marketplace nodes dynamic,CONFIRMED_SOURCE,
CORE,RAW_CLASSIFICATIONS,source_category_id,Original category ID/GUID,one row per category node within a named source classification system,text,NO,NO,,1C_STANDARD_ODATA,MULTIPLE_CONFIRMED,Ref_Key / category_Key / Категория,ORIGINAL,Not blank,…,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,IDEAL,at least 33 confirmed nodes; marketplace nodes dynamic,CONFIRMED_SOURCE,
CORE,RAW_CLASSIFICATIONS,parent_source_category_id,Original parent ID,one row per category node within a named source classification system,text,YES,NO,,1C_STANDARD_ODATA,MULTIPLE_CONFIRMED,Parent_Key,ORIGINAL,Preserve zero GUID as source,…,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,IDEAL,at least 33 confirmed nodes; marketplace nodes dynamic,CONFIRMED_SOURCE,
CORE,RAW_CLASSIFICATIONS,name_raw,Original category name,one row per category node within a named source classification system,text,YES,NO,,1C_STANDARD_ODATA,MULTIPLE_CONFIRMED,Description,ORIGINAL,No unified AI category,ПРЯЖА,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,IDEAL,at least 33 confirmed nodes; marketplace nodes dynamic,CONFIRMED_SOURCE,
CORE,RAW_CLASSIFICATIONS,code_raw,Original category code,one row per category node within a named source classification system,text,YES,NO,,1C_STANDARD_ODATA,MULTIPLE_CONFIRMED,Code,ORIGINAL,Text only,000000018,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,at least 33 confirmed nodes; marketplace nodes dynamic,CONFIRMED_SOURCE,
CORE,RAW_CLASSIFICATIONS,full_path_raw,Original path if published,one row per category node within a named source classification system,text,YES,NO,,1C_STANDARD_ODATA,MULTIPLE_CONFIRMED,UNCONFIRMED_SOURCE,ORIGINAL,Leave null when unpublished,,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,IDEAL,at least 33 confirmed nodes; marketplace nodes dynamic,CONFIRMED_SOURCE,Path may be deterministically derived later but must not masquerade as source
CORE,RAW_CLASSIFICATIONS,description_raw,Original category description,one row per category node within a named source classification system,text,YES,NO,,1C_STANDARD_ODATA,MULTIPLE_CONFIRMED,Описание,ORIGINAL,Preserve HTML/text,…,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,AI Marketing,at least 33 confirmed nodes; marketplace nodes dynamic,CONFIRMED_SOURCE,
CORE,RAW_CLASSIFICATIONS,meta_title_raw,Original meta title,one row per category node within a named source classification system,text,YES,NO,,1C_STANDARD_ODATA,MULTIPLE_CONFIRMED,meta_title,ORIGINAL,No rewrite,…,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,AI Marketing,at least 33 confirmed nodes; marketplace nodes dynamic,CONFIRMED_SOURCE,
CORE,RAW_CLASSIFICATIONS,meta_description_raw,Original meta description,one row per category node within a named source classification system,text,YES,NO,,1C_STANDARD_ODATA,MULTIPLE_CONFIRMED,meta_description,ORIGINAL,No rewrite,…,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,AI Marketing,at least 33 confirmed nodes; marketplace nodes dynamic,CONFIRMED_SOURCE,
CORE,RAW_CLASSIFICATIONS,meta_keywords_raw,Original meta keywords,one row per category node within a named source classification system,text,YES,NO,,1C_STANDARD_ODATA,MULTIPLE_CONFIRMED,meta_keyword,ORIGINAL,No rewrite,…,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,AI Marketing,at least 33 confirmed nodes; marketplace nodes dynamic,CONFIRMED_SOURCE,
CORE,RAW_CLASSIFICATIONS,is_folder_raw,Folder flag if source publishes it,one row per category node within a named source classification system,boolean,YES,NO,,1C_STANDARD_ODATA,MULTIPLE_CONFIRMED,IsFolder,ORIGINAL,TRUE|FALSE,TRUE,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,at least 33 confirmed nodes; marketplace nodes dynamic,CONFIRMED_SOURCE,
CORE,RAW_CLASSIFICATIONS,deletion_mark,Deletion mark,one row per category node within a named source classification system,boolean,YES,NO,,1C_STANDARD_ODATA,MULTIPLE_CONFIRMED,DeletionMark,ORIGINAL,TRUE|FALSE,FALSE,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,at least 33 confirmed nodes; marketplace nodes dynamic,CONFIRMED_SOURCE,
CORE,RAW_CLASSIFICATIONS,source_system_id,Идентификатор системы-источника,one row per category node within a named source classification system,text,NO,NO,RAW_SOURCE_SYSTEMS.source_system_id,1C_STANDARD_ODATA,MULTIPLE_CONFIRMED,TECHNICAL,TECHNICAL,Not blank,1C_STANDARD_ODATA,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,at least 33 confirmed nodes; marketplace nodes dynamic,CONFIRMED_SOURCE,
CORE,RAW_CLASSIFICATIONS,source_entityset,Точный опубликованный EntitySet,one row per category node within a named source classification system,text,NO,NO,,1C_STANDARD_ODATA,MULTIPLE_CONFIRMED,TECHNICAL,TECHNICAL,Not blank,Catalog_Номенклатура,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,at least 33 confirmed nodes; marketplace nodes dynamic,CONFIRMED_SOURCE,
CORE,RAW_CLASSIFICATIONS,source_record_id,Стабильный ключ исходной записи или канонический составной ключ,one row per category node within a named source classification system,text,NO,NO,,1C_STANDARD_ODATA,MULTIPLE_CONFIRMED,TECHNICAL,TECHNICAL,Not blank,guid-or-composite-key,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,at least 33 confirmed nodes; marketplace nodes dynamic,CONFIRMED_SOURCE,
CORE,RAW_CLASSIFICATIONS,extraction_run_id,"Запуск, в котором получена запись",one row per category node within a named source classification system,text,NO,NO,RAW_EXTRACTION_RUNS.run_id,1C_STANDARD_ODATA,MULTIPLE_CONFIRMED,TECHNICAL,TECHNICAL,Not blank,run_20260717T120000Z,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,at least 33 confirmed nodes; marketplace nodes dynamic,CONFIRMED_SOURCE,
CORE,RAW_PRODUCT_CLASSIFICATIONS,product_classification_id,Technical relation key,one row per product-to-source-category relation,text,NO,YES,,1C_STANDARD_ODATA,MULTIPLE_CONFIRMED,"DERIVE(product, system, category)",TECHNICAL,Unique,,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,407 confirmed core relations plus marketplace relations when validated,CONFIRMED_SOURCE,
CORE,RAW_PRODUCT_CLASSIFICATIONS,product_id,Product GUID,one row per product-to-source-category relation,uuid,NO,NO,RAW_PRODUCTS.product_id,1C_STANDARD_ODATA,MULTIPLE_CONFIRMED,Номенклатура_Key / Ref_Key,ORIGINAL,UUID text; lowercase canonical 8-4-4-4-12,,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,407 confirmed core relations plus marketplace relations when validated,CONFIRMED_SOURCE,
CORE,RAW_PRODUCT_CLASSIFICATIONS,classification_id,Classification node,one row per product-to-source-category relation,text,NO,NO,RAW_CLASSIFICATIONS.classification_id,1C_STANDARD_ODATA,MULTIPLE_CONFIRMED,Категория_Key / Parent_Key,ORIGINAL,Not blank,,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,407 confirmed core relations plus marketplace relations when validated,CONFIRMED_SOURCE,
CORE,RAW_PRODUCT_CLASSIFICATIONS,classification_system,Source namespace,one row per product-to-source-category relation,enum,NO,NO,,1C_STANDARD_ODATA,MULTIPLE_CONFIRMED,TECHNICAL,TECHNICAL,Same as target classification,,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,407 confirmed core relations plus marketplace relations when validated,CONFIRMED_SOURCE,
CORE,RAW_PRODUCT_CLASSIFICATIONS,is_primary_raw,Primary flag only if source publishes it,one row per product-to-source-category relation,boolean,YES,NO,,1C_STANDARD_ODATA,MULTIPLE_CONFIRMED,UNCONFIRMED_SOURCE,ORIGINAL,Null unless confirmed,,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,407 confirmed core relations plus marketplace relations when validated,CONFIRMED_SOURCE,
CORE,RAW_PRODUCT_CLASSIFICATIONS,source_system_id,Идентификатор системы-источника,one row per product-to-source-category relation,text,NO,NO,RAW_SOURCE_SYSTEMS.source_system_id,1C_STANDARD_ODATA,MULTIPLE_CONFIRMED,TECHNICAL,TECHNICAL,Not blank,1C_STANDARD_ODATA,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,407 confirmed core relations plus marketplace relations when validated,CONFIRMED_SOURCE,
CORE,RAW_PRODUCT_CLASSIFICATIONS,source_entityset,Точный опубликованный EntitySet,one row per product-to-source-category relation,text,NO,NO,,1C_STANDARD_ODATA,MULTIPLE_CONFIRMED,TECHNICAL,TECHNICAL,Not blank,Catalog_Номенклатура,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,407 confirmed core relations plus marketplace relations when validated,CONFIRMED_SOURCE,
